Product,SKU,Supplier Code,Brand,Supplier,Category,Tag,Closing Inventory,Revenue,Inventory Cost
Steven by S Madden Studded Suede 7.5,10008665,,,,,,1,0,7
Storia Brown Floral Dress Size M,10007231,,,,,,1,0,0
Storia Burnt Orange Stripe Wrap Dress/Size XL,10005217,,Storia,,,,1,0,0
Storia Muted Blush LS Dress / Size S,10007780,,Storia,,,,0,33.46817,0
Stradivarius Pale Pink LS / Size M,10004729,,Stradivarius,,,,1,24.99,0
Straight Leg Jean/Size 10,10004442,,Lucky Brand,,,,1,0,0
Stranded Pink & Black Shirt / Size XXL,10004592,,Stranded,,,,1,0,0
Street OneSkirt_Te,10002010,,Street One,,,,1,0,0
StreetOne BlkWht PatternSkirt/Size L,10004509,,Street One,,,,1,0,0
Streetwear Society Blue Top S,10008469,,,,,,1,0,6
Strictly Comfort Black Shoes Size 9,10007675,,,,,,1,0,0
String/Gold Necklace,10007341,,unknown,,,,0,12.99,0
Striped Bkk&Wht Dress/Size 3X,10004140,,Maurices,,,,1,0,0
Stuart Weitzman Silver Loafers with Gold Accent Size 6 1/2,10003322,,Stuart Weitzman,,,,1,0,0
Studio 1 Black Dress Size 8,10007529,,,,,,1,0,0
Studio 1 Faux Suede Jacket 8,10008685,,,,,,1,0,6
Studio 1940 Red Black Tank / Size 24W,10005729,,Studio 1940,,,,1,0,0
Studio C Pink Blouse Size 10,10007593,,,,,,1,0,0
Studio CSS Top_Is,10002176,,Studio C,,,,1,0,0
Studio Dress Brown Size 10,10007259,,,,,,1,0,0
Studio Y Black Tank Studs / Size M,10005704,,Studio Y,,,,1,0,0
Studio Y Orange Wrap Top / Size S,10007715,,Studio Y,,,,1,0,0
Studio19/Pink&WhiBlouse/SizeM,10004942,,studio 19,,,,1,0,0
StudioEase/BlackFloralDress/Size8R,10004312,,Studio Ease,,,,1,0,0
Style Rack Mustard Yellow Skirt / Size S,10003853,,Style Rack,,,,1,0,0
Style U Bright Pink Tube Top / Size L,10008005,,Style U,,,,0,23,0
Style U White Tube Top / Size M,10008016,,Style U,,,,0,20,0
StyleStalkerStitchDressNWT/Blue/SizeXS,10004430,,Stylestalker,,,,1,0,0
Stylus/WhilaceFlwrDressCover/Size,10006932,,stylus,,,,0,24.99,0
Sue P Blue Striped Sweater / Size S,10004208,,Sue P Knits,,,,1,0,0
Sue Wong Dress Size 2,10007825,,,,,,1,0,61
Suede Fringe Coat/ Size M,10005042,,unknown,,,,0,84.99,0
Suewong Mulit-Color Dress Size 8,10007239,,,,,,1,0,0
Sugar Moon/Swe/Beige Floral/S,10003607,,Sugar Moon,,,,0,18.99,0
SugarTorch Boots Black Size 7 1/2,10003561,,Sugar,,,,1,0,20
Sun & Shadow Tan Tank Top/Size L,10007320,,Sun & Shadow,,,,1,0,0
Sundance Black Skirt Size L,10007286,,,,,,1,0,0
Sunday in Brooklyn Blue/White Top XS,10007503,,,,,,0,18.99,0
SunnyLeigh/BlkRuffleTop/SizeS,10005786,,Sunny Leigh,,,,1,0,0
Sunnyleigh/MulticolorTop/SizeXS,10006936,,Sunny Leigh,,,,1,0,0
Supplies Army Green Capris w Tie String / Size 18,10004764,,Supplies,,,,1,0,0
Susan G Green Floral LS / Size S,10007450,,Susan Graver,,,,1,0,0
Susan GraverCardigan_Fe,10002748,,Susan Graver,,,,1,0,0
Susan Lawence Brown LS Top Lace / Size L,10005924,,Susan Lawrence,,,,1,0,0
SusanG/Pinkfloralblouse/SizeXL,10005452,,Susan Graver,,,,1,0,0
Susana Monaco white dress/S,10006845,,Susana Monaco,,,,1,0,0
Susie Collection Black Bellsleeve / Size L,10005002,,Susie Collection,,,,1,19.99,0
Suuksess Camisole Pink Size S,10007605,,,,,,0,11.99,0
Suzanne Betro Grey Dress Size XL,10007539,,,,,,1,0,0
Sweater,10005899,,,,,,-1,22.99,0
Sweaty Betty Pink Sweatshirt / Size XS,10005985,,Sweaty Betty,,,,0,15.99,0
Sweet Pea Blouse Size XS,10007443,,,,,,1,0,0
Sweet Pea Blue/Grey Dress Size M,10008038,,,,,,1,0,6.25
Sweet Soul Y2K Baby Doll Top L,10008514,,,,,,1,0,13.15
Sweet Storm Multi-Color Dress M,10007566,,,,,,0,22.99,0
SweetMagnoliaNWT/Camel Button-Down Dress/Size 2XL,10004293,,Sweet Magnolia,,,,1,0,0
SweetPea/ Sheer Floral Top/ Size L,10005440,,Sweet Pea,,,,0,22.99,0
T & S Brownish Shacket / Size M,10004338,,Thread & Supply,,,,1,0,0
T Party Black Pants M,10008041,,,,,,1,0,6.25
T Tahari Black Faux Leather Top / Size M,10006545,,TTahari,,,,1,0,0
TA Colle VINTAGE Orange Floral Dress / Size S,10004961,,TA Collection,,,,1,0,0
TCR/MulticolTankTop/SizeS,10005403,,The Collection Royal,,,,0,24.99,0
TH Los Angeles Brown & Beige Dress / Size S,10006659,,Thya Los Angeles,,,,0,31.31197,0
THML Black & Orange Blouse / Size S,10005601,,THML,,,,0,24.99,0
THML Cream Sweater/Size XS,10003690,,THML,,,,1,18.99,0
THML/Blk&WhipatternTop/SizeS,10006038,,THML,,,,0,55.99,0
TNF Burgundy Active Sweatshirt / Size S,10004335,,The North Face,,,,1,0,0
TNF Gry Razorback/Size L,10004122,,The North Face,,,,1,0,0
TNF Layered Top/Size L,10004118,,The North Face,,,,1,0,0
TNF Pink Pullover/Size L,10004146,,The North Face,,,,1,0,0
TNF Pink ZipUp Jacket,10004252,,The North Face,,,,1,0,0
TNF/Pink&WhiTop/SizeL,10005338,,The North Face,,,,1,0,0
TNVolsTshirt/sizeL,10006899,,unknown,,,,0,17.99,0
TRF Denim Skirt / Size 6,10005722,,TRF Denim Rules,,,,1,0,0
TU10 Black & White SS Floral Dress / Size M,10007460,,TU 10,,,,1,0,0
TaglioVivo/BlackS.SoffiettoBag,10004493,,Taglio Vivo,,,,1,0,0
Tahari Arthur Blue Green SL Top / Size L,10006570,,Tahari Arthur S Levine,,,,0,18.99,0
Tahari Black SS Top w Pink Flowers / Size S,10005928,,Tahari,,,,0,24.99,0
Tahari Purple Satin Top / Size L,10005643,,Tahari,,,,0,15.99,0
Tahari Satin Gold SL Top Black Ruffle / Size S,10005259,,Tahari,,,,0,23.99,0
Tahari Sleeveless Top Size M,10008634,,,,,,0,0,0
Tahari Tan Dress Size S,10007193,,,,,,0,20.99,0
Tahari White Tank Top M,10008643,,,,,,1,0,3.25
Tahari/MulticolTop/SizeL,10008554,,Tahari,,,,0,22.99,0
Tahari/PrplGreenTop/Size6P,10008549,,Tahari,,,,1,0,0
TahariSweater_Ga,10000066,,Tahari,,,,0,25.99,0
Talbot Navy Crochet Long Sleeve NWT / Size M,10004153,,RSVP by Talbots,,,,1,0,0
Talbot's Green Hat,10007238,,,,,,0,18.99,0
Talbot's Navy Print Skirt 6,10008730,,,,,,1,0,6.5
Talbot's Pants Cream Size 10,10003557,,Talbot's,,,,1,0,0
Talbot's Skirt Black & White Size 10,10003556,,Talbots,,,,1,0,0
Talbots Beige Floral Skirt / Size 2,10007717,,Talbots,,,,0,21.99,0
Talbots Beige Silk SS Top / Size 6,10007719,,Talbots,,,,1,0,0
Talbots Black & White Checkered Skirt / Size 12,10006590,,Talbots,,,,1,0,0
Talbots Black & White Flannel Button Down / Size M,10004995,,Talbots,,,,1,0,0
Talbots Black LS Pink Floral Dress / Size 16,10004228,,Talbots,,,,1,0,0
Talbots Black Tank / Size 14,10005618,,Talbots,,,,1,0,0
Talbots Black Tropical Pants / Size 4,10007725,,Talbots,,,,1,0,0
Talbots Blue & White Embroidered Top / Size S,10005991,,Talbots,,,,1,0,0
Talbots Brown Floral Skrt/Size 10,10007034,,Talbots,,,,1,0,0
Talbots Brown Pants/Size 12,10007000,,Talbots,,,,1,0,0
"Talbots Checkered Button Down Size SP, Green",10004103,,Talbots,,,,1,0,0
Talbots Colorful Flower Shorts / Size 6,10006470,,Talbots,,,,1,0,0
Talbots Dark Blue Collared Sleeveless / Size XL,10003864,,T by Talbots,,,,0,24.99,0
Talbots Lavender & W Plaid Buttondown / Size 6,10007729,,Talbots,,,,1,0,0
Talbots Light Beige Floral Skirt / Size 4,10007723,,Talbots,,,,0,21.99,0
Talbots Maroon Slacks/Size 18,10004478,,Talbots,,,,1,0,0
Talbots Navy Polka Dot LS Top/Size M,10005243,,Talbots,,,,1,0,0
Talbots Off White Sweater / Size S,10005990,,Talbots,,,,1,0,0
Talbots Pants Pink Size 12,10005686,,,,,,1,0,0
Talbots Pink SS Blouse / Size XL,10006524,,Talbots,,,,1,0,0
Talbots Pink Sweater/Size S,10005214,,Talbots,,,,1,0,0
Talbots Pink/Blue Pants 2,10008457,,,,,,1,0,13
Talbots Red Brown Floral SL Top / Size 6,10005108,,Talbots,,,,1,0,0
Talbots Red Paisley QS Blue Tassel / Size M,10005001,,Talbots,,,,1,0,0
Talbots Red/White/Blue Skirt/Size 18WP,10009800,,Talbots,,,,1,0,0
Talbots Silk SL Top / Size 8,10006957,,Talbots,,,,0,21.99,0
Talbots Tan Heels/Size 11,10007047,,Talbots,,,,0,28.99,0
Talbots White Button Up Top / Size 6,10007711,,Talbots,,,,0,14.99,0
Talbots Yellow Suit Set / Size 4,10007730,,Talbots,,,,0,24.99,0
Talbots white palm tree dress/8p,10006844,,Talbots,,,,1,0,0
Talbots/ Scallop Pant/ Rd&Wht/ Size 6,10005078,,Talbots,,,,0,25.99,0
Talbots/Brwn&YllwSunglasses,10007311,,Talbots,,,,1,0,0
Talbots/Grn&BlkTop/SizeSp,10006352,,Talbots,,,,1,0,0
Talbots/MultiColFloralSkirt/Size18,10004665,,Talbot's,,,,1,0,0
Talbots/MulticolFloralBttnDwn/Size12,10006941,,Talbots,,,,1,0,0
Talbots/OffWhiPant/Size12,10005767,,Talbot's,,,,1,0,0
Talbots/PinkGreenSkirt/Size8,10006944,,Talbots,,,,1,0,0
Talbots/WhiSleevlssTop/Size14,10006862,,Talbots,,,,1,0,0
Talbots/brwnbttnshirt/SizeM,10006048,,Talbots,,,,0,22.99,0
TalbotsDress_Ev,10001199,,Talbots,,,,1,0,0
TalbotsLS Tee Shirt_Ex,10002828,,Talbots,,,,1,0,0
TalbotsLS Top_Ba,10000049,,Talbots,,,,0,0,0
TalbotsLS Top_Hy,10002174,,Talbots,,,,0,22.99,0
TalbotsNWT FauxLthr Skirt/Size 12,10004144,,Talbots,,,,1,0,0
TalbotsPants_Pa,10000221,,Talbots,,,,3,0,0
TallLacedBrownBoots/Size40,10004396,,unknown,,,,1,0,0
TamaraH/PinkTassleBlouse/SizeXS,10006366,,Tamara H,,,,1,0,0
Tan Purse,10003985,,,,,,0,18.99,0
Tan Vintage Floral Skirt,10003337,,unknown,,,,1,0,0
TanFloralPullOver/SizeL,10005463,,unknown,,,,0,22.99,0
TanJay/BeadedSweaterVest/Blk/SizeXL,10004099,,Tan Jay,,,,1,0,0
Tangerine Light Athletic Jacket Purple Size L,10003492,,Tangerine,,,,1,0,0
Tash & Sophie Dark Blue LS Dress / Size XL,10006246,,Tash & Sophie,,,,1,0,0
Taylor & S Beige Tank / Size XS,10006531,,Taylor & Sage,,,,1,0,0
Taylor Blk Spotted BttnDwn/Size L,10004134,,Taylor Investments,,,,1,0,0
TaylorSwiftErasTshirt/SizeM,10006786,,unknown,,,,1,0,0
Tecrew NWT white tank/M,10006852,,Tecrew,,,,1,0,0
Ted Baker Bright Pink 3/4 Shirt / Size 0,10004574,,Ted Baker London,,,,1,0,0
Ted Baker Dusty Rose Handbag,10004075,,Ted Baker,,,,1,0,0
Ted BakerSkirt_Re,10002009,,Ted Baker,,,,1,0,0
Tee FuryTee Shirt_SJ,10002318,,Tee Fury,,,,1,0,0
Teenbell Cardigan Pink Size S,10003478,,Teenbell,,,,1,0,0
Tempo Paris White/Blue Pants L,10007962,,,,,,1,0,6.25
Tennessee Orange Gradient Tshirt / Size XS,10006468,,unknown,,,,0,11.99,0
Tennessee Orange Shawl,10007959,,,,,,0,24,0
Terra & Sky Sweater Blue Size 14,10003472,,Terra & Sky,,,,1,0,0
Tete Shiny Brass Spag Strap Dress / Size L,10007466,,Tete a Tete,,,,1,0,0
Texture & Thread Olive Green SL Top / Size M,10006505,,Texture & Thread,,,,0,24.99,0
Textured Terracotta Pull/ Size OS,10004481,,Loveappella,,,,1,0,0
Tezenis Blue Brown Lace Pattern Tank / Size S,10004958,,Tezenis,,,,0,22.99,0
ThadiaSoli/DenimFlowerSkirt/Size13/14,10006908,,Thadia Sodi,,,,0,26.99,0
The Absolute Legging,10003056,,The Absolute Legging,,,,1,0,0
The Limited Beige SL Dress / Size 2,10007786,,The Limited,,,,0,24.99,0
The Limited Blk Top Sleeveless/Size M,10007033,,,,,,1,0,0
The Limited Colorful Braided Belt,10006396,,The Limited,,,,1,0,0
The Limited Dark Gray Dot Blazer / Size XS,10005019,,The Limited,,,,0,29.99,0
The Limited Floral Dress / Size 8,10006726,,The Limited,,,,0,16.99,0
The Limited Hot Pink Tank / Size XS,10005848,,The Limited,,,,1,0,0
The Limited Off White Tank Blouse/Size XL,10005584,,The Limited,,,,0,18,0
The Limited Pants Olive Green Size 6,10003481,,The Limited,,,,1,0,0
The Limited Peach Sprinkle Sweater / Size M,10004997,,The Limited,,,,1,0,0
The Limited Pink SS Floral Top / Size L,10008167,,The Limited,,,,1,0,8
The Limited Red Pattern Silky Tank / Size M,10004847,,The Limited,,,,1,0,0
The Limited Sleeveless Top Blue M,10007558,,,,,,1,0,4
The Limited Yellow Sleeveless XS,10007551,,,,,,0,17,0
The LimitedJacket,10002786,,The Limited,,,,1,0,0
The Normal Pants Yellow/White L,10008509,,,,,,0,33.99,0
The North Face Blue Hoodie / Size L,10004844,,The North Face,,,,1,0,0
The North Face Blue Tshirt / Size M,10005196,,The North Face,,,,1,0,0
The Rolling StonesTee Shirt_Ch,10002883,,The Rolling Stones,,,,0,11.99,0
The Sak Black Fringe Purse Metal Hardware,10004556,,The Sak,,,,1,0,0
The Sak Green Satchel,10007446,,,,,,0,19.99,0
The Sak Hot Pink Bag,10007108,,The Sak,,,,0,22.99,0
The territory ahead white dress shirt/M,10006856,,The Territory Ahead,,,,0,19.99,0
TheInnShop/MulticolStripeShirt/Size32,10006877,,The Inn Shop,,,,1,0,0
TheLimited/ Ruffle Blouse/ Prpl/ Size S,10005059,,The Limited,,,,1,0,0
TheLimited/BlackLowbackTop/SizeM,10005287,,The Limited,,,,0,21.99,0
TheLimited/OffWhiShirt/SizeM,10005301,,The Limited,,,,0,12.99,0
TheLimited/Pink&WhButtonDown/SizeS,10004476,,The Limited,,,,1,0,0
TheLimited/PnkMulticolTop/SizeS,10005768,,The Limited,,,,1,0,0
TheLimited/PurpSequinSkirt/Size8,10007755,,The Limited,,,,1,0,0
TheLimited/WhiCardigan/SizeXS,10005999,,The Limited,,,,0,22.99,0
TheOutfit/White Floral Top/Size S,10003903,,The Outfit,,,,0,21.99,0
TheSak Blk Deena Flap Bag,10003720,,The Sak,,,,0,25.99,0
TheSak/BlkSilverStitchBag,10008555,,The Sak,,,,1,0,0
TheSak/BrwnFloralBag,10005997,,The Sak,,,,0,45.99,0
TheSak/Grn&BlueBag,10003595,,The Sak,,,,0,15.99,0
Theory Blk&Grey Midi Dress/Size 8,10003824,,Theory,,,,1,0,0
Theory Dress Black Size 4,10007188,,,,,,0,45.99,0
Theory Dress Grey Size 8,10007236,,,,,,1,0,0
Theory Patterned Pants / Size 2,10003821,,Theory,,,,1,0,0
Think Tank Blk/Wht/Gry Prnt Dress/ Sz S,10006764,,Think Tank,,,,1,0,0
ThirtyThirty Floral Babydoll/Size L,10003969,,Thirty Thirty,,,,1,0,0
ThrEightyTwo/BlueBlouse/SizeS,10005330,,Three Eighty Two,,,,0,22.99,0
Thread & Supply Jean Skirt / Size S,10007914,,Thread & Supply,,,,1,0,0
Threads 91 Vols Windbreaker S,10007631,,,,,,0,21.99,0
Through LA Blue & Orange Dress / Size S,10004628,,Through Los Angeles,,,,1,0,0
Tiana B Pink Multicolor Dress / Size 10,10006710,,Tiana B.,,,,1,0,0
TicToc/PinkWhiCorset/SizeM,10008537,,Tic Toc,,,,0,18.99,0
Timeson NWT White Pink Floral QS,10004770,,Timeson,,,,0,25.99,0
Timmy Woods/ Tortoise Shell Purse,10005090,,Timmy Woods,,,,0,150,0
Tina Stephens Green Knit/Size L,10003688,,Tina Stephens,,,,0,32.99,0
TipsyElves Blk Sequin Pant/Size XL,10003960,,Tipsy Elves NWT,,,,1,0,0
Toby Keith Straw Hat,10004773,,Toby Keith,,,,1,0,0
Tommy Bahama Silver Belt / Size XS,10006385,,Tommy Bahama,,,,0,22.99,0
Tommy Bahama/Checkered ButtonDown/Size M,10003700,,Tommy Bahama,,,,1,0,0
Tommy H Black SL Blouse / Size S,10005596,,Tommy Hilfiger,,,,1,0,0
Tommy Hil Black SL Lace Dress / Size 10,10007175,,Tommy Hilfiger,,,,1,0,0
Tommy Hilfiger Cardigan Black Size L,10003475,,Tommy Hilfiger,,,,1,0,0
Tommy Hilfiger Pink Top XL,10008725,,,,,,1,0,4.25
Tommy Hilfiger White Shorts / Size 12,10007117,,Tommy Hilfiger,,,,1,0,0
Tommy Hilfiger/ Sweatshirt/ Pnk/ Size M,10005152,,Tommy Hilfiger,,,,1,0,0
TommyH/BlkFloralDress/Size2,10004324,,Tommy Hilfiger,,,,0,22.99,0
TommyH/RedStripeTshirt/SizeL,10005400,,Tommy Hilfiger,,,,1,0,0
Toms Red White Blue Heels / Size 9.5,10007636,,Toms,,,,1,0,0
Toni Morgan Blazer Red Size L,10007478,,,,,,1,0,0
Tony Lama Leather Brown Stitch Belt,10004565,,Tony Lama,,,,0,10,0
Topshop Black & White Dress / Size 8,10005644,,Topshop,,,,1,0,0
Topshop Black Crop Top Ruffle / Size 4,10005303,,Topshop,,,,1,0,0
Torrid Black White Stitch Skirt / Size 3X,10005527,,Torrid,,,,1,0,0
Torrid Brown & Orange Sheer Cami / Size 1X,10006754,,Torrid,,,,1,0,0
Torrid Pink Velvet Sleeveless / Size 00,10004579,,Torrid,,,,1,0,0
Torrid/ Sheer Floral Cover/ Size XXL,10005448,,Torrid,,,,1,0,0
Tory Burch Brown Heels/Size 8M,10007063,,Tory Burch,,,,0,75.99,0
Tory Burch Pink Blue Small Purse,10005853,,Tory Burch,,,,0,59.99,0
Tory Burch Yellow Colorful SL Dress / Size 10,10007861,,Tory Burch,,,,1,0,0
Touche Gray BW Sweater / Size L,10003762,,Touche,,,,1,0,0
Town & Country VINTAGE Red Purse,10004555,,Town & Country,,,,0,25.99,0
TraVida Black/White Dress XL,10007963,,,,,,1,0,5.5
Traffic People Silver Animal Print Top,10004193,,Traffic People,,,,1,0,0
Travelers/FlowerMulticolShirt/Size1,10006420,,Travelers,,,,0,26.99,0
Treasure Rock Gray Jewel Bodycon Dress / Size S,10005022,,Treasure Rock,,,,1,0,0
Treasure Striped Dress SL / Size XS,10005007,,Treasure X Bond,,,,1,0,0
Trench Italian Boot Blk/Size 7,10004073,,Trench,,,,0,39.99,0
Trendstep Ankle Boot/Size 8.5,10004069,,Trendstep,,,,1,0,0
Tribal/BrownSkirt/Size14,10004927,,Tribal,,,,0,22.99,0
Tribe Azure Purple Flowly Romper / Size S,10006665,,Tribe Azure,,,,0,22.99,0
TribeAzure/ Patchwork Pantsuit/Dress/ Size S,10005439,,Tribe Azure,,,,0,28.99,0
Trillium Slip Dress Black Size 6,10003393,,Trillium,,,,0,19.99,0
Trina Turk Black Shorts Size 8,10007432,,,,,,1,0,0
Trina Turk Burgundy / Size S,10004580,,Trina Turk NWT,,,,2,0,0
Trina Turk Dress Orange Size 4,10005676,,,,,,1,0,0
Trixxi Multi Color Dress Size L,10007200,,,,,,1,0,0
Trixxi/BlkPolkaDotDress/SizeM,10007743,,Trixxi,,,,0,27.99,0
Truth Multicolor Dress w Fun Sleeves / Size XL,10005518,,Truth,,,,1,0,0
Truth by Republic Sweatshirt Blue S,10007513,,,,,,1,0,0
TruthJacket_Na,10002687,,Truth,,,,1,0,0
Tryst/Blk&BlueTankTop/SizeS,10005340,,Tryst,,,,0,14.99,0
Tulle Pink Blue Black LS Dress / Size M,10007219,,Tulle,,,,1,0,0
Tulle Zip Up Sweater,10003287,,Tulle,,,,1,0,0
Turks & Caicos White Cover Up Pants S,10007430,,,,,,0,19.99,0
Turquoise Color Silver Ring,10007407,,unknown,,,,0,8.51674,0
Turquoise Wrap Skirt/ Size L,10006316,,Good Yarn,,,,0,25.99,0
Twenty One Multi-Color Top M,10008390,,,,,,1,0,4.75
Twine Braided Belt,10003712,,unknown,,,,0,15.99,0
Two Piece Black Satin Tank & Shorts / Size L,10007989,,unknown,,,,1,0,0
TwoPieceMultiColSequinSet/SizeS,10004871,,unknown,,,,0,25.99,0
TwoPiecePinkSet/SizeS,10006162,,unknown,,,,0,18.99,0
U.a./ Fringe Top/Size S,10003703,,U.A.,,,,0,25.99,0
UCB/BlkBttnDown/SizeM,10006003,,United Colors of Benetton,,,,1,0,0
UGG Neck Warmer,10005552,,UGG,,,,0,15.99,0
UJA/ Collar Shirt/ Grey/ Size M,10005149,,UJA,,,,0,22.99,0
US Polo Pink Pants Size 14,10008614,,,,,,1,0,5.75
UT Shorts Orange/ Size L,10006317,,champion,,,,0,12.99,0
UTKtshirt/SizeM,10004898,,unknown,,,,0,12.99,0
Ultra P Black & Gold Longsleeve / Size L,10004570,,Ultra Pink,,,,1,0,0
UltraFlirt/ Puff Sweater/ Pnk&Blk/ Size S,10005173,,Ultra Flirt,,,,1,0,0
UltraPink/Blk&WhiTop/SizeS,10005290,,Ultra Pink,,,,0,21.99,0
Umgee Orange & Tan Romper / Size L,10007864,,Umgee,,,,1,0,0
Umgee Purple SS Blouse M,10008246,,,,,,1,0,4
Under Armor Blue Shorts / Size 12,10007581,,Under Armor,,,,1,0,0
Under Armor Camo Baseball Hat,10006507,,Under Armor,,,,0,16.99,0
Under Armor Gray Tshirt Red Stars / Size M,10006286,,Under Armor,,,,1,0,0
Under Armor Jacket Black Size XL,10007425,,,,,,1,0,0
UnderArmour Blue Capris/Size 10,10004133,,Under Armor,,,,1,0,0
UniThread/BlackOverall/Size6,10005793,,Universal Thread,,,,0,15.99,0
Uniform Pink Green Silk SL Top / Size L,10006755,,Uniform John Paul Richard,,,,0,32.99,0
Unique Orange Sleeveless Top XL,10008677,,,,,,1,0,6.5
United States Sweaters Beige SS Cardigan / Size L,10005545,,United States Sweaters,,,,1,0,0
United States SweatersSweater_R,10002799,,United States Sweaters,,,,1,0,0
Unity/RedMulticolDress/SizeM,10004919,,Unity World Wear,,,,0,26.99,0
Universal T Orange Pink Halter Top / Size M,10008183,,Universal Thread,,,,1,0,6
Unknown Beige/Black SS Sweater M,10008705,,,,,,1,0,4.5
Unknown Belt,10003081,,unknown,,,,0,15,0
Unknown Blaack Sleeveless Top/Size XL,10006811,,unknown,,,,0,18.99,0
Unknown Black & Gold Metallic Top,10004176,,unknown,,,,1,0,0
Unknown Black Butterfly Sheer Top XXL,10008432,,,,,,1,0,4.75
Unknown Black Dress W/Sequin M,10008479,,,,,,1,0,8.5
Unknown Black Gown Size 8,10005794,,unknown,,,,1,0,0
Unknown Black Lace Top M,10008760,,,,,,1,0,3.75
Unknown Black Pants Size M,10008640,,,,,,1,0,4
Unknown Black Skirt Size L,10008494,,,,,,1,0,5.3
Unknown Black Top Size M,10007592,,,,,,0,17.99,0
Unknown Black/White Dress S,10008758,,,,,,1,0,6
Unknown Black/White Dress Size XL,10007438,,,,,,0,12.99,0
Unknown Bodysuit Black Size S,10003458,,unknown,,,,1,0,0
Unknown Camisole Beige Size S,10003414,,unknown,,,,1,0,0
Unknown Camisole Light Blue M,10003379,,unknown,,,,0,16.99,0
Unknown Camisole White Size M,10003383,,unknown,,,,2,0,0
Unknown Chinese Trad Top/Size L,10007035,,unknown,,,,1,0,0
Unknown Faux Suede Vest XXL,10008689,,,,,,1,0,6
Unknown Floral Tank Top/Size M,10005374,,unknown,,,,1,0,0
Unknown Gray/White/Blk Marbled Top/Size S,10005371,,unknown,,,,1,24.99,0
Unknown Green Dress Size 6,10008395,,,,,,0,22.99,0
Unknown Grey Multi Color Dress Size M,10003418,,unknown,,,,1,0,0
Unknown Jacket Green Size L,10003532,,unknown,,,,1,0,0
Unknown Knit Vest w Flowers/ Size M,10006320,,unknown,,,,0,15.99,0
Unknown Lt Grey LS Top M,10007957,,,,,,0,13,0
Unknown Multi-Color Tank Top Size L,10007240,,,,,,1,0,0
Unknown Orange Sweater M,10008693,,,,,,1,0,7
Unknown Pink Cardigan M,10007964,,,,,,1,0,4
Unknown Purple SS Top M,10008252,,,,,,0,14.29794,0
Unknown Purple Top S,10008757,,,,,,1,0,8.75
Unknown Red Floral Crop Tank/ Size M,10007027,,unknown,,,,1,0,0
Unknown Red Rose Purse,10007405,,unknown,,,,1,0,0
Unknown Red Top/ Size S,10005247,,unknown,,,,0,15.99,0
Unknown Skirt Black Size L,10003526,,unknown,,,,1,0,0
Unknown Sleeveless Blue Floral Top/Size M,10005826,,unknown,,,,1,0,0
Unknown Slip Dress Light Blue S,10003391,,unknown,,,,0,19.99,0
Unknown Tan Hat,10007093,,unknown,,,,0,7.99,0
Unknown Tan and Red Sheer Dress / Size M,10004647,,unknown,,,,0,24.99,0
Unknown Turquoise Coverall XL,10008692,,,,,,1,0,6
Unknown Vintage Black Dress  S/M,10008028,,,,,,1,0,14
Unknown White Camisole Size L,10003376,,unknown,,,,1,0,0
Unknown White Camisole Size M,10003375,,unknown,,,,0,14.99,0
Unknown White Camisole Size Med,10003419,,unknown,,,,0,17.99,0
Unknown White Sleeveless Top S/M,10008431,,,,,,1,0,5
Unknown White Slip Dress Size S,10003421,,unknown,,,,0,17.99,0
Unknown White Top XS,10008646,,,,,,1,0,4
Unknown Yellow Boho Dress L,10008220,,,,,,1,0,8.99
Urban Behavior Multicolor Sheer Tank / Size S,10006564,,Urban Behavior,,,,0,19.99,0
Urban O Green Purple Sheer Tank / Size M,10005845,,Urban Outfitters,,,,0,22.99,0
Urban Out Oranges Gray Skirt / Size L,10007171,,Urban Outfitters,,,,1,0,0
Urban Out Snakeskin Dress / Size XS,10007912,,Urban Outfitters,,,,1,0,0
Urban Outfitters Black Floral Dress/Size XS,10004177,,Urban Outfitters,,,,0,25.99,0
Urban Outfitters Black Floral Top/ Size XS,10006277,,Urban Outfitters,,,,1,0,0
Urban Outfitters Bralette Light Blue/Size S,10005249,,Urban Outfitters,,,,1,0,0
Urban Outfitters Dress Tan Size M,10003461,,Urban Outfitters,,,,1,0,0
Urban Outfitters Multi Color SL Dress / Size M,10005514,,Urban Outfitters,,,,0,22.99,0
Urban Outfitters Tan Sandals/Size 10,10007076,,Urban Outfitters,,,,1,0,0
Urban Outfitters White Top S,10008387,,,,,,1,0,5.5
Urban Outfitters Yellow Top M,10007547,,,,,,1,0,0
Urban Romantics White Crop Top / Size L,10005198,,Urban Romantics,,,,0,12.99,0
UrbanOut/MulticolSTripeShirt/SizeSp,10006943,,Urban Outfitters,,,,0,21.26156,0
UrbanOutfitters Grn Skirt/Size L,10004511,,Urban Outfitters,,,,0,14.99,0
UrbanOutfitters/ Butterfly Dress / Brwn/ Size XS,10005174,,Urban Outfitters,,,,0,28.99,0
Uskees Jean Overalls / Size 16,10003787,,Uskees,,,,1,0,0
V Cristina Embroidered Jeans / Size 8,10005904,,V Cristina,,,,0,32.99,0
V Fraas Pattern Scarf,10004147,,V. Fraas,,,,1,0,0
V Italia Colorful Sandals / Size 8.5,10007637,,V Italia,,,,0,25.99,0
VINTAGE 2 Piece Bogart Brown Set / Size 9,10006474,,Bogart of Texas,,,,0,59.99,0
